review_text,Sub - Category
Royal orchids All was good,Satisfaction
Good Stay The view was awesome from the room. The resort ends to the beach. Perfect view. Had a great stay,Satisfaction
"Good location! badly maintained The property is at great location but very badly maintained. The ac doesn’t work, very bad bed lines, room tiles are broken and smelly rooms too many mesquites.",Satisfaction
Couple travel It's awesome place. Near beach. Too awesome.,Delight
Poor Stay Poor maintenance it’s not worth to stay over there,Frustation
"Not so good experience. This was the 4th time visit to this place. The property is awesome and one of the best however the experience with staff is unsatisfactory. We stayed for 3 days but the room was cleaned only on 3rd day even after we informed them twice in the morning. During checkin, they denied to provide the discounts and upgrades as per the voucher and asked us to contact makemytrip but was settled only after long conversation. Welcome drink was provided only for selected customers.",neutral
Safety Staff were wearing masks and maintaining social distancing,Satisfaction
Excellent property with private beach direct access Excellent property with private beach direct access,Delight
In picture what shown and reality is different In picture what shown and reality is different,Disappointment
Average Stay Not at all upto mark,Disappointment
Poor Stay It was average,Disappointment
Amazing place It's safe to visit this place. Very peaceful and beautiful beach coming along,Delight
Fail to meet expectations They are trying but not able to achieve the deadlines one should expect due to covid 19 new normal.,Disappointment
Social distance Need to improve,Disappointment
Excell excellent staff and experience Would love to stay here again,Delight
It was a wonderful stay It was a wonderful stay with safety measures,Delight
"Poor Stay Spoilt my leather bag, lunch ordered wasn't good, service was slow",Satisfaction
"Place to quarantine yourself Due to Corona nothing was open for public but since it's a beach facing, you can enjoy beach side. Club room size is very small for a family but they still take bookings for family which is not acceptable. I have to pay extra to shift to suite.",Disappointment
"Poor Stay Hotel staff is not friendly. They does not have tourist desk, no microwave in the room. Food prices are too high, price are of 5 star but facilities are not good. After check out we were at the lounge for 4 hours due to flight timing gap. Nobody ask us for the water, nobody was there to carry the luggage. This is my worst experience of hospitality.",neutral
Excellent Stay Excellent stay. Loved the hospitality,Delight
Good location Wonderful location and beech. Good for a short stay.,Satisfaction
"Loved it We travelled there on anniversary. Food, place were good and it is close to Beach",Satisfaction
"Bit of bad experience We informed the hotel manager about the late check-out at the time check-in and she said that's fine. The hotel staff forced to vacate either both the rooms or one of the rooms by calling multiple times before the requested time of check-out. It was annoying as we were unable to have our ordered breakfast and two of the female members in the room felt too much discomfort. Other than this, since two of us have migraine issues we preferred a peaceful stay but some loud music for a long time during dinner time in an open space causing inconvenience. Music performance could have arranged in a separate closed environment for those who preferred music. We did not felt like it is a 5-star resort. I am not visiting this resort again.",Frustation
Beautiful memories It was my first trip to Goa. N it became memorable with a wonderful and comfortable stay at Royal Orchid Resort and Spa. Thank you Royal Orchid.,Satisfaction
Near beach Excellent property. Kids can have lots of fun. Nearby beach location is awesome.,Delight
"Good resort but not really like 5-star resort They charged me for my one kid at the check-in time though I mentioned it while booking. Food could have been much better, outside and inside room could have been better. Ambiance and the nearby beach are best in this resort. Not a 5-star category but worth staying.",Satisfaction
"Royal Orchid Beach review Great place for family and great amenities for all, superb Beach, Beach volleyball, football ground",Satisfaction
"Relax full and enjoyed a lot The room service was good. The were very kind to us in every way. The food was very tasty, but little costly. The swimming pool was fantastic. Me and my family really enjoyed a lot",Satisfaction
Good Enjoyed the stay.,Satisfaction
Nice and peaceful Had a nice time during stay at this property,Satisfaction
Terrible Stay The hotel receptionist charged full day rate for giving room at 11 am after prior notice of early check in.,Frustation
"Kids area less activity though. Small infrastructure, good food but amenities could have improved.",Satisfaction
"Poor service, over priced for the overall experience We stayed here as a couple. Their reception was cold, they don’t really care if guests check in or check out. During checkout no one was available or rather bothered to help with our luggage despite asking them. Other guests around us were also screaming due to their bad service. Linens were untidy and probably not changed that caused rashes all over my body. Pool closed pretty early. There was nothing to do in such a big resort. Only good thing was proximity to the beach. Bathroom was extremely small. One person can barely stand. I wouldn’t recommend this place. There are better options around this property.",neutral
Did not enjoy stay Pls do not take any bookings if there is a wedding as everything including the food is prepared keeping in mind the wedding guests,Frustation
Fantastic Goa Royal Orchid It was very fantastic stay at Royal Orchid. Love to come back again!,Delight
"Hidden charges They have to show gala dinner details while booking not after booking, it's not at all Worth",Frustation
Pathetic service Big disappointment this hotel was for us.,Frustation
Excellent Stay Fantastic and thoroughly enjoyed,Delight
"Perfect stay in Goa Excellent service, food and staff. Location is great right in front of Utorda Beach.",Delight
"Not up to the mark I have seen other five star hotels but this one was a great disappointment for me. No stress upon, service and customer satisfaction.",Frustation
good stay the staff was very courteous and responsive.,Satisfaction
the staff was also friendly and matured.,Satisfaction
the food is good quality and quantity is sufficient.the staff are very good and cooperative supportive with timeing etc..,Satisfaction
the staff were very polite.,Satisfaction
good and attentive staff and coz ambience. good and attentive staff and cozy ambience.,Satisfaction
"the staff were warm, professional, and always ready to help.",Satisfaction
hotel and the staff are very well behaved and prompt.,Satisfaction
"the hospitality, promptness of the staff & breakfast all was good!",Satisfaction
hotel staff is very good.,Satisfaction
food is good and the staff is very helpful.,Satisfaction
hotel staff was polite.,Satisfaction
overall staff is very supportive good experience ambience is also good. staff is very best.,Satisfaction
services from staff is really good and they are helpful,Satisfaction
cleaning good staff good other all services excellent.,Satisfaction
good and polite staff.,Satisfaction
the room service was prompt.,Satisfaction
"staff, food everything was great, overall i'll give 5stars.",Satisfaction
average stay room was clean and good but staff service is average we have to ask twice for anything.,Satisfaction
staff behaviour is good.,Satisfaction
pathetic service very uncomfortable hotel staffs.,Satisfaction
"they have to take care of the room furnitures, otherwise staff were good, food was good.",Satisfaction
rooms were ok. staff were averaage.,Satisfaction
however staff was helpful and ensured all services.,Satisfaction
food can be improved the rooms and pretty good and cooperative staff and food is better but the quality can be surely improved overall a very nice experience,neutral
"room service 5/5, location 4/5.",Satisfaction
nice place for business travellers rooms are quiet good snd staff are polite.,Satisfaction
very inexperienced staff was there in hotel.,Satisfaction
"nice stay staff, environment, cleanliness superb",Satisfaction
good ambiance thanks for clean rooms quick room service and food,Satisfaction
"very good hospitality good loacation, specious rooms, food is testy and also staff is very good.",Satisfaction
room services need to be improved.,Satisfaction
the staff was very friendly and responsive.,Satisfaction
"hygiene was properly maintained in lobby, dining area. hygiene was properly maintained in lobby, dining area.",Satisfaction
room service is swift too,Satisfaction
staff is approachable.,Satisfaction
"instant room service, clean room, well manner and helping staff, nice view nice ventilation. instant room service, clean room, well manner and helping staff, nice view nice ventilation.",Satisfaction
worst service and rude and arrogant staff poorly maintained property lift not works properly staff is not fair enough for service,Frustation
staff is non-responsive.,Frustation
nice stay enjoyed the stay with family and hygienic rooms staffs are too friendly.,Satisfaction
hotel staff is good with clean rooms and hotel.,Satisfaction
very clean and tidy rooms with friendly staff.,Satisfaction
staff was polite,Satisfaction
"amazing staff, fantastic rooms.",Delight
staff very courteous and breakfast spread was nice.,Satisfaction
staff behaviour is friendly.,Satisfaction
good behavioural staff.,Satisfaction
"good stay food is yummy, cleanliness is good, staff is well manner.",Satisfaction
"good staff good staff, helpful, they know what they are asked for.",Satisfaction
staff need more professional training.,Disappointment
service people are very polite.,Satisfaction
the staff was also good.,Satisfaction
good valet service and helpful staff.,Satisfaction
the front desk people and some staff must learn to be a bit courteous but the room service was good and fast.,Satisfaction
"good stay overall a value for money stay and enjoyed the courteous staff and location.<br />liked buffet spread, courteous staff and housekeeping, dislike weak/slow wifi poor lighted passages loose socket connections lukewarm water in bathroom.",Satisfaction
excellent stay room service need to be proper.,Delight
"excellent stay humble staff, clean room, nice breakfast.",Delight
service i guess depends upon from where you book. i guess since it was booked through makemytrip and came with a discount the room service was not up to the mark.,neutral
"amazing stay staff was really attentive, hard working, restaurant lady staff at the barbecue was very hard working.",Delight
the staff was courteous and caring.,Satisfaction
hotel's staff are good and cooperative.,Satisfaction
good stay good service and staff was good.,Satisfaction
all thanks to the staff person. hotel staff is cordial. some of the things that you ask for in housekeeping is sent but only after multiple calls.,Satisfaction
staff are good.<br />i liked the food and service in this hotel.,Satisfaction
staff was polite.,Satisfaction
the room service is too appropriate.,Satisfaction
the staff is quite friendly and welcoming.,Satisfaction
awesome hotel likes the way staff talks. the service which was provided was good superb cleanliness well mannered staff.,Delight
proper rooms and deir room services . moreover the staff z polite .,Satisfaction
a very co operative staff. a very co operative staff.,Satisfaction
staff were helpful as they responded to my requirements very quick.,Satisfaction
spacious rooms and staff also well trained..,Satisfaction
staff very professional.,Satisfaction
good at service. staff is really good and helpful.,Satisfaction
staff was courteous and quite alert to any queries.,Satisfaction
"staff was helpful. yes, we disturbed housekeeping staff many times for bathroom and room amenities but always they was polite and deliver the things on time.",Satisfaction
staff were supportive.,Satisfaction
staff was very polite.,Satisfaction
"restaurant is very good
front desk staff not courteous
overall good experience.",Delight
rooms are nice & well maintained.. staff nice...,Satisfaction
room service is quite good.,Satisfaction
"nice hotel with not so great staff hotel was nice compare to others but the staff and their treatment with you, is just not so great.",neutral
room service and facility is also good.,Satisfaction
recepetion and other staff were very welcoming and helping.,Satisfaction
courteous house keeping and room service staff.,Satisfaction
staff is professional and active.,neutral
staff was very supportive and helpful.,Delight
"staff is also good in services, overall i would refer this hotel to others.",Satisfaction
staff was friendly and cooperative and location is in center.,Satisfaction
guest on boarding and breakfast can be improved further,Disappointment
"i don't know what the problem is, but the staff have no idea about courtesy. not only the front desk, but even in the restaurant. the staff is not bad, but they are not nice to people. may be a yelling boss, i don't know what, but the staff do not greet people they usually do in other hotels.",Disappointment
hotel staff was friendly and chilled out guyz.,Satisfaction
"service is good service and food quality is good, location and room cleaininess is good.",Satisfaction
staff are cooperative and maintaining rooms very clean.,Satisfaction
"room services was quick and nice, more the ambience and the interior of the room as well as of the hotel was lovely and well maintained.",Satisfaction
great experience nice clean rooms with helpful staff.. food is a bit overpriced.. housekeeping staff is nice and well behaved.. very nice staff and well behaved..,Satisfaction
good service and courteous staff.,Satisfaction
people are very helpful and provide good service.,Satisfaction
"well mannered staff, courtesy with the customers, rooms are decently maintained.",Satisfaction
service is excellent and staff is very courteous.,Satisfaction
"neat, clean, spacious and well maintained rooms checked in at 12 in night, but still the staff was prompt.",Satisfaction
"friendly staff, nice and cool place.",Satisfaction
the people working there are very helpful.,Satisfaction
very nice and friendly staff ...,Satisfaction
checked in early @around 11 am even though check in time was 1 pm .. understanding and helpful recepion staff .. humble room service .. cleanl and spacious rooms .. housekeeping staff was prompt .. hasle free check in and checkout ..,Satisfaction
cooperative staff.,Satisfaction
"good to put it simply
the reception lounge was inviting, the staff was courteous, the attendants are real innocent souls the stay was like home away from home.",Satisfaction
very polite staff behaviour.,Delight
room service is also good.,Satisfaction
the food is also nice and the service is prompt.,Satisfaction
nice hotel with supporting staff hotel book for my sister and hotel is good with supporting staff with good food quality and quantity.,Satisfaction
service can be improved.,Satisfaction
nice and polite staff ..,Delight
the staff are very courteous.,Delight
staff is very nice and cooperative. staff is also nice.,Delight
staff behaviour is very polite.,Delight
"nice rooms, clean, polite staff.",Satisfaction
"service and hygiene are nice good service, clean rooms.",Satisfaction
they need to support in early check-in when room available for regular customer.,Disappointment
"for example, staff either including at the reception react very slow, unsure etc.",Disappointment
food is good and efficient staff i would recommend this hotel to my family and friends. friendly staff and good location.,Satisfaction
excellent.very hospitable and down to earth staff nothing much.,Delight
hotel was great property is good very clean.,Satisfaction
"this hotel is so dirty, start from room to wash room.",Satisfaction
excellent stay room's are very spacious and comfortable.,Delight
room is neat & clean.,Satisfaction
"excellent stay the room was very good , neat and clean .",Delight
terrible stay room was dirty.,Frustation
"average stay staff good polite 
clean and hygiene issue is terrif is so high for the property",Delight
the rooms are spacious and well arranged. cleanliness is good,Satisfaction
good and attentive staff and cozy ambience.,Delight
on the day of check-in i has to call the reception n ask them to clean the washroom because the commode chair was disgustingly dirty.,Frustation
hotel and the staff are very well behaved and prompt. hotel is very clean the only problem is it needs renovation.,Satisfaction
the rooms were spacious and impeccably clean,Satisfaction
full marks for cleanliness and refreshing atmosphere.,Satisfaction
the room size is good and comfortable.,Satisfaction
grand nice service nice amenities staffs are good ambience are nice rooms are clean and study food quality is good,Satisfaction
rooms very neat and clean.all necessary amenities n toiletries were provided.,Satisfaction
i will recommend this hotel to all,Satisfaction
"excellent stay excellent room
excellent cook
excellent staff like anjali
excellent background",Delight
room was spacious and nicely cleaned.,Satisfaction
nice stay spacious rooms & a very nice breakfast spread.,Satisfaction
the rooms were big and clean. the room service was prompt.,Satisfaction
family outing the room quality and size is great.,Satisfaction
excellent stay hotel ambience was good. large rooms.,Delight
comfortable room is clean.,Satisfaction
"though rooms were clean, however could be little over maintained.",Disappointment
"happy stay, enjoyed stay all facilities, breakfast, are memorable. ac work properly, water supply normal, hot water supply also good, staf well behaved, house keeping nice, environment, look, building of hotel is very good.",Delight
room was clean and neat.,Satisfaction
"regenta exotica stay is good, nice spacious room with lift, hospitality is good, lot of care and concern from the reception and housekeeping team",Satisfaction
"wonderful stay the rooms are large enough to accommodate a family, the dinner and breakfast buffet was delicious.",Delight
"peaceful place to stay clean n fresh place for stay, food is good on time service, nice atmosphere, polite and helping staff.",Satisfaction
"terrible stay rooms not cleaned, cokroaches, no toiletries, tea served in room cold horrible",Frustation
average stay room is not well groomed…washroom hand wash is not available sofa is not in good condition.,Satisfaction
"poor stay we had booked suite room for our stay in hotel, ac was not working properly, there were mosquitoes in the room and table drawers were not in good condition, we asked for another suite room, it was having same situation at last we end up living in deluxe room, however we paid for suite room.",Frustation
room services need to be improved. room services are not as good as the hotel looks and building.,Satisfaction
rooms are spacious but need maintenance and pest control big time we had wedding at the next door venue hence had booked the room in the hotel.,Disappointment
hygiene good.,Satisfaction
stay at grand exotica clean and nice rooms.,Satisfaction
the rooms were very spacious and neat.,Satisfaction
"hygiene was properly maintained in lobby, dining area. ambience in room was also good. hygiene was properly maintained in lobby, dining area. ambience in room was also good.",Satisfaction
room space and service quality is excellent.,Delight
"value for money rooms are specious, clean and neat.",Satisfaction
"location easy to move any where, quality and fresh food without compromising in taste, and best service giving by staff, great place to stay as there is nothing else to do for the guest. instant room service, clean room, well manner and helping staff, nice view nice ventilation. over all fresh and positive place to stay, very good food taste<br />as there is nothing else to do for the guest. instant room service, clean room, well manner and helping staff, nice view nice ventilation.",Satisfaction
"good stay clean good rooms, worth money near the business belt of chinchwad",Satisfaction
average stay my stay was good but hotel staff need to look after cleanliness of room as there were cockroaches in the room,Satisfaction
nice stay hotel is good n peaceful for couple stay,Satisfaction
stay the rooms were good.,Satisfaction
"bad stay food quality is worst, rooms are not that great, washroom and room floors are damaged.",Frustation
very nice room are very nice and clean.,Delight
nice room nice room and great ambience and good location.,Delight
"amazing staff, fantastic rooms. superb view from the rooms and clean rooms.",Delight
the rooms are spacious and facilities are decent.,Satisfaction
terrible musty smell in the rooms very badly maintained.,Frustation
"overall good stay neat, clean and big size room.",Satisfaction
decent stay rooms are good. needs attention to upkeep and cleanliness.,Satisfaction
great hospitality stay was comfortable. room are good and hotel management is much cooperative.,Satisfaction
decent stay the hotel is at a good location and the rooms are well designed.,Satisfaction
nice ambience spacious room.,Satisfaction
"our stay was fine but with bit too much of discomfort rooms were good, bit cleaning issue but ac took ages to start. they had some wedding guest welcomed in hotel which is good but problem was our room was on the same floor as other guest.",Frustation
excellent stay rooms are good.,Delight
great rooms it was a pleasant stay.,Satisfaction
"excellent stay good hotel, food is awesome, there are different dishes.",Delight
excellent stay the hotel was in a accessible location and had a very good experience.<br />the room was very clean and filled with amenities and a sound proof room to work peacefully.,Delight
room was clean and service was really good.,Satisfaction
good stay really good business hotel with great breakfast and good neat and clean rooms.,Satisfaction
room room was not good as this was 3-4 star hotel.,Satisfaction
"good business hotel a well located business hotel with good sized rooms, neat and clean.",Satisfaction
very nice view very nice and clean rooms with big window.<br />was good to stay in grand exotica.,Satisfaction
pleasant stay overall.<br />possible presence of lizard or rats in the room.,Disappointment
beautiful rooms with fabulous amenities. hotel staff is cordial.,Satisfaction
"unclean toilet, cockroach and smell in room housekeeping not good.",Frustation
room quality is also good. the only thing that i wish hotel to improve is about the toilets that have glass wall that is visible from inside the rooms and when toilet lights are lit it poses a sorry picture for the fellow colleague.,Satisfaction
rooms were clean and views were great.,Satisfaction
there are lot of places near to hotel for shopping and fun. clean and calm environment.,Satisfaction
"stay at grand exotica rooms were clean and well maintained, the only issue is with lightning its bit dark compared to other hotels arrangement for lights.",Satisfaction
"great view in rooms, spacious and very comfortable stay.",Satisfaction
leisurely and maintained the hotel is a bit commercial hotel and the rooms are so well maintained. the room service is too appropriate.,Satisfaction
"the room is pretty spacious, also clean.",Delight
good place to stay i booked this hotel for my parents and the staff really made their stay very comfortable.,Satisfaction
awesome hotel likes the way all was good 've liked evrythng rooms facilities etc. and v would suggest to our and family for this hotel so that they can cum here .,Delight
clean hotel. good accommodation. proper clean hotel. good accommodation. proper rooms and deir room services .,Satisfaction
spacious rooms and centrally located good budget business hotel with spacious and tidy rooms.,Satisfaction
rooms were very good. cleanliness was up to mark.,Delight
good hotel nice hotel. clean and spacious rooms,Satisfaction
good locatiom the room size is spacious along with nice buffet.,Satisfaction
value for money it's was a nice stay with the room being standard and clean having all amenities.,Satisfaction
"enjoyed clean, neat and tidy rooms, with best location, and excellent facilities.",Delight
rooms are clean and location is great.,Satisfaction
"decent hotel hotel is fine, with good rooms, room wasn't cleaned though i had requested for the same.",Satisfaction
good rooms and services offered lovely rooms and facilities... clean rooms.. well-maintained.. good breakfast.. value for money.. spacious rooms and staff also well trained..,Satisfaction
"nice room, parking area neat & tidy. room was very nice with tv, ac, & good city view.",Satisfaction
good experience overall room : excellent.,Delight
all good.. cleanliness good.,Satisfaction
rooms were excellent. i would recommend this hotel for business or personal trip.,Delight
"we went to get relaxed hotel room was clean, fresh, well maintained.",Satisfaction
room is very neat and tidy.,Satisfaction
"awesome hotel awesome hotel, cleanliness was also good, nice place.",Delight
comfortable stay rooms was very good and spacious. in room dining experience was also good according taste and service.,Delight
a budgeted hotel good for family and couples.,Satisfaction
"wonderful stay, rooms are excellent rooms are grand, value for money.",Delight
rooms were absolutely clean.,Satisfaction
"comfortable stay and maintained properly cons:
1.",Delight
very clean .. anil and surender .. rajeev front housekeeper,Satisfaction
the hotels in aerocity so near igi,Satisfaction
food can have more variety and taste.,Satisfaction
all amenities and requirements were fulfilled.,Satisfaction
Excellent Stay Had a great stay at Lenon tree premier. Special mention to Kaustabh and Akash on the floor,Delight
"good Mr. Anil Gupta and Seema, excellent job from housekeeping",Delight
Excellent Stay The stay was nice and comfortable,Delight
Excellent Stay Mr Anil Gupta & Lakshmi Himanshu from housekeeping excellent customer service,Delight
"excellent services Many thanks to Ritesh, Kaustubh, Mr Himanshu and Anil from house keeping gave wonderful good services to customer",Delight
poor experience Not a pleasant experience. The bookings for Lemon Tree were not managed well. Despite of informing the guest number is 2 they charged for 3 persons. No refund processed and arrogant answers. With no responsibility.,Frustation
Poor Stay Staff not good... so arrogant and irritating.. very poor experience...,Frustation
"comfortable and professional friendly, nice room, great dinner, excellent food, my first wonderful experience with white wine from india, Quick Transport to airport",Delight
excellent Mr Himanshu and anil and rajeev from housekeeping excellent customer service good service guest excellent customer,Delight
excellent Mr Himanshu and anil and Rajeev from house keeping excellent service good customer,Delight
"Excellent Stay great stay
Jyoti and Chef Jatin and Khim were excellent and very tasty food by these all chef thanks so much thanks virender",Delight
"Excellent Stay everything was nice.
The stay was absolutely good thanks to kaustubh and Akash from Housekeeping. will definitely return here.",Delight
"excllent stay Mr. Himanshu, Aditi Srivastava, and Santosh from housekeeping were excellent.",Delight
Excellent Stay Excellent experience. Aditi Srivastav from house keeping was really helpful and attentive to all the requests. Highly recommended.,Delight
"best Mr. Lakshmi and Anil Gupta .. Himanshu from housekeeping.. more than excellent was done by him, nice pick",Delight
"Good service Service is good, house keeping floor incharge Kaustubh and Akash was very kind and responsible, good team keep it up",Satisfaction
excellent services Mr Himanshu and anil and vivek and kuldeep from house keeping excellent food services clean up good services,Delight
"very good Mr Himanshu and Anil and Vivek at housekeeping were very good, loved their service.",Satisfaction
"good stay at aerocity Rahul, Ishwar, Rishi was wonderful during our stay and was very confident about the little things. Also, Chef Sachin prepared a wonderful meal for us.",Satisfaction
Comfortable stay and good food We had a very comfortable and hassle-free stay while Jyoti and Ishwar took utmost care with warm hospitality,Satisfaction
"Manager Ishwar is a rockstar, a true gentleman The location is very good, close to terminal 3, the staff here are very supportive in the restaurant. The ambience is beautiful. I would like to thank Manager Ishwar for making my day, he arranged for the decoration and cake for me in the room, he is a gem of a person, thanks to Jyoti, Chef Bedi, Jayin Sagar for an amazing service.",Delight
Excellent Stay Mr Himanshu and Seema and Rajeev from housekeeping are really good and always happy to support,Delight
Excellent Stay Stay and food was good. Jyoti and Mandeep helped us get around throughout the stay at the hotel.,Delight
Excellent Stay Everything was tremendous we appreciated the services and breakfast was full of options!!!!,Delight
"Excellent Stay Great experience at lemon tree hotels. Great service by Jyoti and Atesh, Ishwar.",Delight
"Excellent Stay It was a great experience during our stay at Lemon tree... Mandeep, Chef khim and Jyoti were exceptionally well....",Delight
"super stay It was a very pleasant stay in Lemon Tree Premier and the food taste was good, especially South Indian. Chef Khim, Atesh, and Jyoti took care of my breakfast very well.",Satisfaction
"Stay rescheduling Charges should be for 8 hours Duration. In airport city none stays for longer duration unless called for.

Non veg and veg are served.
There is no heating system in hotel but they meet the demand by connecting oil heater.",neutral
great anil gupta and lakshmi .. himanshu.. rajeev.. from home keeping.. excellent good stay,Delight
"Excellent Stay Mr Himanshu, Anil, Vivek, and Rajeev from housekeeping are great, really humble and on time.",Delight
"Basic & Average. At this price for Indian standards a bit disappointing. Nothing special. 300 for two nights. Food was just ok. The beer was American Budweiser, so really poor for a European. The mattress was outdated and sagging.",Satisfaction
"Average Stay Location and food were excellent, but service was average. The room WiFi was terrible and was restricted to two devices which also worked only for messaging. Even basic zoom calls did not work. After paying a premium amount for the stay, one would expect better service ed",Satisfaction
"Amazing food and service The staff here are amazing in restaurants, the food and service is beautiful, special thanks to manager Ishtar and Jyoti, Yesh all were amazing",Delight
"vishal Kumar was excellent best hotel and especially the house keeping is next level
Mr vishal Kumar has done excellent job

Approach was very polite",Delight
"Very good The experience at the stay was fabulous, very comfortable. The staff and the entire workforce are very elegantly professional. A very amazing look-after by Ms. Jyoti, Mr. Ishwar, and the rest of the dining room staff. Very cheerful and jolly Mr. Himanshu has a splendid attitude. Thank you all for the very memorable stay. Will visit again.",Delight
"service Excellent service and hospitality, cleaning, food quality, location is also very good and also staff of lemon tree is so very good.",Delight
excellent thank Mr Himanshu and Anil from House keeping a customer service job clean for their customers services,Delight
"Excellent Stay Sachin, Sagar and Chef Mehta, Chef Deepak and Chef Bedi all went well. Thank you for Citrus Cafe for the mouthwatering breakfast and warm service. Love to visit again, especially Manager Shadab is very nice.",Delight
"loved it ?? We really appreciate the efforts of Shadab, chef Deepak and chef Mehta to make our stay here a memorable experience. They went the extra mile to prepare food for my infant daughter.",Delight
"excellent good amenities 
Mr himanshu and Anil from house keeping customer service company good excellent",Delight
"recommendations to stay once It was a nice stay there as I booked for my family, food quality was good, nice staff behavior, and helpful.",Satisfaction
Excellent Stay excellent service with much hospitality. Totally satisfied and looking forward for more such experience. Mr Ishwar was specifically very kind and cooperative.,Delight
"manager ishwar is fabulous The stay was excellent, Special thanks to Manager Ishwar, he is too good at his work, also would thank his team, Bedi, Jyoti, Atesh, Monu and all",Delight
feeling like a wow again we will be visiting nic to vist here we will try it was all good amazing feeling like a wow amazing nic good excellent nic one,Satisfaction
"Poor Stay booked 2 rooms,they did not match with the visuals on your app.resturant service was terrible.had to leave immediately",Frustation
"Excellent Stay Wonderfull stay and Mr Anil Gupta and Lakshmi, Himanshu, house keeping very good and Aijaz was also wonderful",Delight
visit citrus for the mouthwatering breakfast Shadab and jyoti along with sagar and shubham also all good thank good chef deepak chef bedi and chef mehta is tremendous in his service,Satisfaction
excellent mr himanshu and anil vivek from house keeping are good n excellent customer service ??,Delight
"Average Stay just Good its not very good ,good location",Satisfaction
"Excellent Stay Shadab,rahul,and manager ishwar along with vivek sagar and sachin Ayesha too love the breakfast and chef bedi chef mehta and chef deepak mouthwatering food made by them thank you citrus for serving memorable breakfast",Delight
"Excellent Stay mandeep,vivek manager ishwar sagar rahul along wuth manager shadab is so courteous and warnth in his service and also took care for our child sachin and ayesha is also very prompt continental breakfast made by chef deepak and tandoor item prepared by chef mehta also senior chef bedi is just tremendous service driven. by shadab and sagar js just loveable. visit citrus for the wonderful service y shadab and his team. rahul welcomed with very charming smile",Delight
"Excellent Stay The place is so good ?? and luxurious 
rahul , sachin and jyoti shadba sir very nice to attend me and service are good i love to meet again",Delight
"Excellent Stay Manager shadab in his service along with Virender,Jyoti Sonia Rahul sagar Shubham all went well along with chef Deepali and chef him chef Mehta is tremendous service driven by shadab",Delight
"bad exprnc Room allotment took too long, lots of noise due to construction/ repair. Food is not good. A lot has to be improved on housekeeping",Frustation
Excellent Stay excellent experience.. very good breakfast.. were not very pushy during check-out. helped us for keeping the luggage post checkout as we had a last minute meeting.,Delight
"Excellent Stay shadab,jyoti and virender nilesh chef deepak and chef mehta along with chef khim all well thank you so much. Ayesha and shubham too",Delight
wonderful stay Good stay at lemon tree hotels also such a wonderful breakfast in citrus Cafe thanks to Rahul atesh chef Sachin Jyoti shadab joti hotel have affordable services thanks all,Delight
good good best bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb Good food and stay good staff good all good and but full invairment,Satisfaction
Good Stay Ok,Satisfaction
wonderful hospitality by Rahul Good hospitality in lemon tree hotels thanks to rahul for the wonderful hospitality and jyoti was wonderful chef sachin and jatin was lovely in food preparation,Delight
"Terrible Stay access cards are not working, all access lock is broken room dinning is very late very poor service .
",Frustation
Stay at Lemon Tree The experience was really good and the staffs were awesome especially Anil Gupta and Lakshmi from housekeeping,Satisfaction
"Excellent Stay had a great stay at lemon tree with good service at the restaurant from Rahul, Himanshu, jyoti & chef sachin",Delight
Poor Stay The entire room was damp and moisture with water in the floor. Very pathetic stay in a 5 star rated hotel.,Satisfaction
"Excellent Stay rahul,shadab manager sumit and jyoti all went well along with chef bedi chef deepak and chef mehta along with Surender ,ayesha ,shubham and sachin thank you citrus cafe for the wonderful services and food specially breakfast is just mouthwatering and service driven by shadab",Delight
Horrible Stay No shower. No proper services. It is a robbery. If you pay above 3 k you may have some expectations on facilities. Don’t expect.,Frustation
"Excellent Stay Shadab,Jyoti,Sachin and Rahul all went well along with chef Mehta chef Deepak and chef Bedi breakfast is just mouthwatering and also service driven by Shadab",Delight
"Excellent Stay We always have a great time at Lemon Tree — it’s our go-to place to stay! Huge thanks to Rahul, Shadab, Shubham, Jyoti, and Chef Sachin for the amazing service and delicious food :)",Delight
"Best Stay in Delhi Neat and clean,Staffs are very polite.Good foods.Recommended to anyone who is looking for good and comfortable stay in Delhi.",Satisfaction
Review for Anil and Lakshm it was great and Anil Gupta and Lakshmi were fantastic. They were quite proactive.,Satisfaction
voices Lots of construction voices and no resolution. Raised complaint on both front but no solution was provided.,Frustation
"Salman very good service and very tasty food
very good step and very talented staff
nice Hotel decoration is very good",Delight
"Excellent Stay Gaurav at the front desk was extremely courteous, polite, attentive, welcoming and proactive. He made the check-in smooth

Truly commendable.",Delight
"Excellent Stay Shadab,Gaurav from front desk along with Mandeep,himanshu and jyoti manager sumit is also very kind chef bedi chef deepak and chef mahta is very courteous breakfast and dinner is mouth watering",Delight
"Excellent Stay Great experience. Vishal from house keeping was very courteous. Mandeep,jyoti,manager shadab and Himanshu chef Bedi chef deepak and chef Mehta all went well",Delight
"Excellent Very good experience , staff is very good and helpful especially Mr Himanshu and Anil Gupta from housekeeping.",Delight
excellent stay Grate stay with lemon tree hotel I’ve came with my family the staff was really nice specially I would like to tanks Anil Gupta and Aditi Srivastava from housekeeping ????????,Delight
